location_tag,province,owner,rank,rgo,capacity_people,pops_people,over_capacity,processor,processor_levels,farm,farm_levels,land_levels_available,farm_land_people,farm_limit
katzenelnbogen,taunus_province,KTZ,rural_settlement,beeswax,116640.0,21961.0,false,"",0,farming_village,6,17,30000.0,cap
sokolow,podlasie_province,LIT,rural_settlement,millet,89030.0,8596.0,false,"",0,farming_village,0,15,0.0,workers
vratsa,vidin_province,BUL,rural_settlement,lumber,85130.0,15092.0,false,lumber_mill,2,"",0,0,0.0,""
sremska_mitrovica,vukovar_syrmia_province,HUN,rural_settlement,wheat,123640.0,21743.000000000004,false,"",0,farming_village,6,19,30000.0,cap
kara_bazaar,terek_province,GLH,rural_settlement,fish,23100.0,5885.0,false,fishing_village,0,"",0,0,0.0,""
kars_armenia,adana_province,CIL,rural_settlement,iron,64010.0,3988.0,false,iron_mine,1,"",0,0,0.0,""
sighnaq,sighnaq_province,GLH,rural_settlement,cotton,36600.0,4147.0,false,"",0,"",0,0,0.0,""
pesagi,ogan_province,PLB,rural_settlement,saltpeter,42200.0,8411.0,false,saltpeter_beds,1,"",0,0,0.0,""
bhatnir,jangladesh,BHA,rural_settlement,cotton,94410.0,93787.0,false,"",0,"",0,0,0.0,""
romanov,yaroslavl_province,YAR,rural_settlement,fur,53610.0,6223.0,false,forest_village,2,"",0,0,0.0,""
wuyang,yuzhou_province,CHI,rural_settlement,wheat,159610.0,10693.0,false,"",0,farming_village,6,28,30000.0,cap
heidelberg,palatinate_province,PAL,town,fruit,164250.0,20488.0,false,"",0,fruit_orchard,6,27,30000.0,cap
longping_zhaozhou,zhaozhou_province,CHI,rural_settlement,wheat,104010.0,31317.0,false,"",0,farming_village,6,13,30000.0,cap
ulaagchiin,khyargas_province,CRS,rural_settlement,wool,9870.0,9480.0,false,"",0,sheep_farms,0,0,0.0,land
pantian,chaozhou_province,CHI,rural_settlement,lumber,51000.0,48699.0,false,lumber_mill,2,"",0,0,0.0,""
takua_pa,west_kra_province,LIG,rural_settlement,lumber,38400.0,2909.0,false,lumber_mill,1,"",0,0,0.0,""
dadandang,lijiang_province,GYT,rural_settlement,lumber,43800.0,4022.9999999999995,false,lumber_mill,0,"",0,0,0.0,""
hamadan,hamadan_province,HDN,city,saffron,78800.0,21263.0,false,"",0,"",0,0,0.0,""
garha,garha_mandla,GHR,rural_settlement,marble,96260.0,46459.0,false,marble_quarry,1,"",0,0,0.0,""
rima,zayul_province,POO,rural_settlement,livestock,61010.0,6263.0,false,"",0,farming_village,3,9,15000.0,workers
nayoro,southern_sakhalin_province,CHI,rural_settlement,fur,8300.0,1573.0,false,forest_village,0,"",0,0,0.0,""
yunzhou,wanquan_province,CHI,rural_settlement,millet,52000.0,30007.0,false,"",0,farming_village,3,3,15000.0,land
tsivilsk,cheboksary_province,GLH,rural_settlement,fur,41610.0,4006.0,false,forest_village,0,"",0,0,0.0,""
lahoysk,lahoysk_province,LIT,rural_settlement,livestock,57810.0,3846.0,false,"",0,farming_village,2,9,10000.0,workers
liangdang,huizhou_shaanxi_province,CHI,rural_settlement,lumber,55100.0,5811.0,false,lumber_mill,2,"",0,0,0.0,""
mavliberda,uil_province,GLH,rural_settlement,livestock,13300.0,3145.0,false,"",0,farming_village,0,1,0.0,workers
tarhuna,misratah_province,BTL,rural_settlement,wool,32600.0,8167.999999999999,false,"",0,sheep_farms,4,11,8000.0,workers
kosoge,semien_province,ETH,rural_settlement,cotton,53300.0,8988.0,false,"",0,"",0,0,0.0,""
xiajin,gaotang_province,CHI,rural_settlement,cotton,136310.0,11020.000000000002,false,"",0,"",0,0,0.0,""
gulja,almaliq_province,CHG,rural_settlement,wheat,27300.0,12521.0,false,"",0,farming_village,1,1,5000.0,land
huixian,weihui_province,CHI,town,medicaments,122710.0,52809.0,false,"",0,"",0,0,0.0,""
kismayo,jubaland_province,AJU,rural_settlement,millet,43400.0,41515.0,false,"",0,farming_village,0,0,0.0,land
altit,hunza,HNZ,rural_settlement,wool,19900.0,5771.999999999999,false,"",0,sheep_farms,3,6,6000.0,workers
chai_nat,phraek_province,SUK,rural_settlement,silk,87050.0,33775.99999999999,false,"",0,"",0,0,0.0,""
saint_paul_anchorite,red_sea_coast_province,MAM,rural_settlement,stone,22900.0,1155.0,false,stone_quarry,0,"",0,0,0.0,""
snovsk,chernihiv_province,CHR,rural_settlement,millet,42500.0,14107.000000000002,false,"",0,farming_village,4,4,20000.0,land
sariang,muang_yuam_province,LNA,rural_settlement,elephants,40900.0,6311.0,false,"",0,"",0,0,0.0,""
danduka,khekassala,GHL,rural_settlement,cotton,68820.0,65850.0,false,"",0,"",0,0,0.0,""
jiaxiang,jining_province,CHI,rural_settlement,beeswax,149320.0,35723.0,false,"",0,farming_village,6,21,30000.0,cap
montbozon,amont_province,FCB,rural_settlement,wool,199100.0,46356.0,false,"",0,sheep_farms,6,75,12000.0,cap
hastings,sussex_province,ENG,rural_settlement,iron,104130.0,20540.0,false,iron_mine,2,"",0,0,0.0,""
karatobe,kalmyk_province,GLH,rural_settlement,livestock,9700.0,2997.0,false,"",0,farming_village,0,0,0.0,land
ahmednagar,upper_marathwada,DLH,city,cotton,156940.0,156967.0,true,"",0,"",0,0,0.0,""
mourdiah,sosso_province,GHA,rural_settlement,wheat,41400.0,5901.0,false,"",0,farming_village,3,6,15000.0,workers
legnago,verona_province,VER,rural_settlement,wheat,213600.0,46094.0,false,"",0,farming_village,6,32,30000.0,cap
volubilis,fez_province,MOR,rural_settlement,fruit,91420.0,48379.99999999999,false,"",0,fruit_orchard,6,7,30000.0,cap
numedal,buskerud_province,NOR,rural_settlement,stone,7000.0,265.0,false,stone_quarry,0,"",0,0,0.0,""
molangur,warangal_province,MSN,rural_settlement,fruit,104810.0,76416.0,false,"",0,fruit_orchard,4,4,20000.0,land
ucles,ocana_province,CAS,rural_settlement,livestock,78720.0,22672.0,false,"",0,farming_village,6,10,30000.0,cap
nungu,nungu_province,GUR,rural_settlement,horses,41600.0,12365.0,false,"",0,"",0,0,0.0,""
barten,masuria_province,TEU,rural_settlement,fur,89630.0,8594.0,false,forest_village,2,"",0,0,0.0,""
bratslav,bratslav_province,GLH,rural_settlement,medicaments,67720.0,8000.0,false,"",0,"",0,0,0.0,""
gori,kartli_province,GEO,rural_settlement,iron,93830.0,30676.000000000004,false,iron_mine,2,"",0,0,0.0,""
tarom,darab_province,JUR,rural_settlement,horses,20500.0,2330.0,false,"",0,"",0,0,0.0,""
dargyeling,mangyul_province,MGG,rural_settlement,clay,7500.0,4013.0,false,clay_pit,2,"",0,0,0.0,""
kampung_buloh,trengganu_province,LGK,rural_settlement,lumber,40500.0,2040.0,false,lumber_mill,0,"",0,0,0.0,""
balzimachi,azov_province,GLH,rural_settlement,fish,29100.0,1825.9999999999998,false,fishing_village,0,"",0,0,0.0,""
yingshang,yingzhou_province,CHI,town,rice,181730.0,30298.0,false,"",0,farming_village,6,29,30000.0,cap
degehabur,haud_province,IFA,rural_settlement,stone,25100.0,13365.0,false,stone_quarry,1,"",0,0,0.0,""
traunstein,chiemgau_province,LBV,rural_settlement,medicaments,115140.0,23426.0,false,"",0,"",0,0,0.0,""
kuanhe_xingzhou,xingzhou_province,CHI,rural_settlement,goods_gold,56100.0,10476.0,false,gold_diggings,1,"",0,0,0.0,""
baris,oasis_province,MAM,rural_settlement,sugar,26500.0,5246.0,false,"",0,"",0,0,0.0,""
darney,vosges_province,LOR,rural_settlement,medicaments,151470.0,32747.0,false,"",0,"",0,0,0.0,""
anyuan_lianzhou,lianzhou_province,CHI,rural_settlement,fish,98160.0,13021.0,false,fishing_village,3,"",0,0,0.0,""
kuta_watu,mindanao_province,MGD,rural_settlement,pearls,33700.0,2914.0,false,"",0,"",0,0,0.0,""
vostitsa,achaea_province,ACH,rural_settlement,fish,58610.0,6381.0,false,fishing_village,3,"",0,0,0.0,""
oneonta,kanienkehaka_province,KKA,rural_settlement,wild_game,27400.0,1416.9999999999998,false,forest_village,0,"",0,0,0.0,""
van_don,hai_dong_province,DAI,rural_settlement,alum,43200.0,35336.0,false,alum_quarry,1,"",0,0,0.0,""
nidda,wetterau_province,NID,rural_settlement,legumes,137350.0,13084.0,false,"",0,farming_village,6,23,30000.0,cap
kawali,kawali_province,SUN,town,stone,104420.0,103113.0,false,stone_quarry,1,"",0,0,0.0,""
laerdal,sogn_province,NOR,rural_settlement,legumes,18300.0,1686.0,false,"",0,farming_village,1,2,5000.0,workers
nawah,ghazni_province,NGD,rural_settlement,wool,39300.0,22392.0,false,"",0,sheep_farms,6,7,12000.0,cap
chercher,dobea_province,DBE,rural_settlement,livestock,36800.0,4295.0,false,"",0,farming_village,2,5,10000.0,workers
uiseong,seongju_province,KOR,rural_settlement,rice,76210.0,7468.0,false,"",0,farming_village,4,12,20000.0,workers
tasuktul,kuragharty_province,CHG,rural_settlement,horses,29700.0,1551.0,false,"",0,"",0,0,0.0,""
lanzhou,lintao_province,CHI,town,millet,76600.0,38787.0,false,"",0,farming_village,6,6,30000.0,land
sandikli,karahisar_province,GRM,rural_settlement,legumes,78210.0,12787.0,false,"",0,farming_village,5,12,25000.0,workers
bang_keng,kauthara_province,CHA,rural_settlement,lumber,45100.0,23726.0,false,lumber_mill,2,"",0,0,0.0,""
kushunkotan,southern_sakhalin_province,CHI,rural_settlement,fish,1700.0,981.0,false,fishing_village,0,"",0,0,0.0,""
kok_usn,dardeling_province,GLH,rural_settlement,beeswax,17000.0,2732.0,false,"",0,farming_village,0,1,0.0,workers
hagenow,schwerin_province,MKL,rural_settlement,clay,207200.0,26281.999999999996,false,clay_pit,2,farming_village,6,35,30000.0,cap
samcheok,gangneung_province,KOR,rural_settlement,gems,53800.0,10315.999999999998,false,gem_gravel_pit,1,"",0,0,0.0,""
thiers,lower_auvergne_province,FRZ,rural_settlement,lead,65710.0,32705.0,false,lead_mine,1,"",0,0,0.0,""
edd,denkelia_province,AFA,rural_settlement,fish,15700.0,13299.0,false,fishing_village,3,"",0,0,0.0,""
ulithi_atoll,yap_province,YAP,rural_settlement,fish,11200.0,392.0,false,fishing_village,0,"",0,0,0.0,""
elblag,upper_prussia_province,TEU,rural_settlement,amber,114940.0,5731.0,false,"",0,"",0,0,0.0,""
gobindpur,hazaribagh_province,DLH,rural_settlement,lumber,102510.0,89793.0,false,lumber_mill,0,"",0,0,0.0,""
gadag,raichur_doab,VIJ,rural_settlement,medicaments,108810.0,50888.00000000001,false,"",0,"",0,0,0.0,""
yande,nanningjun_province,CHI,rural_settlement,wild_game,57200.0,52860.0,false,forest_village,2,"",0,0,0.0,""
monghsu,monghsu_province,HSE,rural_settlement,fur,44900.0,7329.0,false,forest_village,1,"",0,0,0.0,""
prayag,lower_doab_province,DLH,rural_settlement,cotton,170940.0,72029.0,false,"",0,"",0,0,0.0,""
lamayuru,ladakh_province,MAR,rural_settlement,wheat,36500.0,7735.0,false,"",0,farming_village,4,4,20000.0,land
farhadgerd,mashhad_province,JKR,rural_settlement,wheat,24900.0,3575.0,false,"",0,farming_village,1,3,5000.0,workers
dordrecht,south_holland_province,HOL,town,salt,70900.0,21224.999999999996,false,salt_collector,2,"",0,0,0.0,""
nifi,udakh_province,BNL,rural_settlement,fiber_crops,17700.0,12276.0,false,"",0,"",0,0,0.0,""
chamchamal,safhat_jibal_province,SYY,rural_settlement,legumes,49510.0,8453.0,false,"",0,farming_village,1,7,5000.0,workers
sirpur,sirpur_province,CHD,rural_settlement,lumber,108190.0,74985.99999999999,false,lumber_mill,2,"",0,0,0.0,""
backnang,tauberfranken_province,WUR,rural_settlement,fruit,127050.0,14324.0,false,"",0,fruit_orchard,6,21,30000.0,cap
luanchuan,songzhou_province,CHI,rural_settlement,wool,55000.0,47922.0,false,"",0,sheep_farms,3,3,6000.0,land
hanguang,yingde_province,CHI,rural_settlement,beeswax,76750.0,11078.0,false,"",0,farming_village,6,12,30000.0,cap
plyussa,luzhkaya_province,NOV,rural_settlement,beeswax,39700.0,2513.0,false,"",0,farming_village,1,6,5000.0,workers
saint_claude,aval_province,SCL,rural_settlement,beeswax,81320.0,25998.0,false,"",0,farming_village,6,10,30000.0,cap
vladimir,vladimir_province,VLR,town,wheat,59600.0,14883.0,false,"",0,farming_village,6,7,30000.0,cap
khovd,khovd_province,CRS,rural_settlement,millet,15840.0,13479.999999999998,false,"",0,farming_village,0,0,0.0,land
kalat,quetta_province,KLA,rural_settlement,wheat,24700.0,4003.9999999999995,false,"",0,farming_village,1,3,5000.0,workers
hizan,bitlis_province,HZN,rural_settlement,fruit,36000.0,8307.0,false,"",0,fruit_orchard,2,4,10000.0,workers
ringsted,zealand_province,DAN,rural_settlement,wheat,82020.0,18064.0,false,"",0,farming_village,6,11,30000.0,cap
ufa,ufa_province,GLH,rural_settlement,fur,42310.0,5778.000000000001,false,forest_village,0,"",0,0,0.0,""
jixi_huizhou,huizhou_province,CHI,rural_settlement,lumber,69100.0,67643.0,false,lumber_mill,2,"",0,0,0.0,""
cardigan,deheubarth_province,WLS,rural_settlement,livestock,146270.0,9337.0,false,"",0,farming_village,5,26,25000.0,workers
ineu,zarand_hun_province,HUN,rural_settlement,wine,65600.0,19072.0,false,"",0,"",0,0,0.0,""
hlybokaye,svir_province,LIT,rural_settlement,lumber,44600.0,15879.000000000002,false,lumber_mill,2,"",0,0,0.0,""
lida,lida_province,LIT,rural_settlement,fur,75920.0,12450.000000000002,false,forest_village,2,"",0,0,0.0,""
suq,behbahan_province,HZP,rural_settlement,livestock,48100.0,3527.0,false,"",0,farming_village,2,7,10000.0,workers
jargalan,faraveh_province,GRG,rural_settlement,livestock,20800.0,1322.0,false,"",0,farming_village,0,2,0.0,workers
kangean,surabaya_province,MAJ,rural_settlement,lumber,64740.0,20493.0,false,lumber_mill,2,"",0,0,0.0,""
lalin,santiago_province,CAS,rural_settlement,lumber,52500.0,19608.0,false,lumber_mill,2,"",0,0,0.0,""
gaoping,zezhou_province,CHI,rural_settlement,fruit,102600.0,50925.99999999999,false,"",0,fruit_orchard,6,9,30000.0,cap
qasr_shirin,sahrazur_province,KRI,rural_settlement,lumber,40800.0,6056.0,false,lumber_mill,1,"",0,0,0.0,""
uruapan,patzcuaro_province,TAR,rural_settlement,lumber,49910.0,17181.0,false,lumber_mill,2,"",0,0,0.0,""
quechula,zinacantan_province,TZE,rural_settlement,dyes,96670.0,94373.0,false,"",0,"",0,0,0.0,""
zhamshy,zhamshy_province,GLH,rural_settlement,wheat,26600.0,1956.0,false,"",0,farming_village,0,3,0.0,workers
pulawama,kashmir_province,KSH,rural_settlement,silk,124330.0,34240.0,false,"",0,"",0,0,0.0,""
kufstein,unterinntal_province,UBV,rural_settlement,wool,89520.0,16309.000000000002,false,"",0,sheep_farms,6,36,12000.0,cap
phari,sikkim_province,TIB,rural_settlement,fish,26500.0,6789.0,false,fishing_village,3,"",0,0,0.0,""
olongki,upper_bureya_province,CHI,rural_settlement,fur,10400.0,1861.0,false,forest_village,0,"",0,0,0.0,""
shahabad,hadoti,DLH,rural_settlement,cotton,122540.0,49239.99999999999,false,"",0,"",0,0,0.0,""
shaharpara,sylhet_province,TRF,rural_settlement,lumber,139940.0,78039.0,false,lumber_mill,2,"",0,0,0.0,""
kerben,akhsikath_province,CHG,rural_settlement,lumber,55410.0,27179.000000000004,false,lumber_mill,2,"",0,0,0.0,""
naalbandin,kharan_province,KHN,rural_settlement,wild_game,47700.0,6044.0,false,forest_village,1,"",0,0,0.0,""
mudhol,malnad,DLH,rural_settlement,livestock,102420.0,84770.0,false,"",0,farming_village,0,2,0.0,workers
irij,upper_bundelkhand_province,BND,rural_settlement,cotton,126090.0,73570.00000000001,false,"",0,"",0,0,0.0,""
kulu_turkey,aksaray_province,KAR,rural_settlement,beeswax,43500.0,8636.000000000002,false,"",0,farming_village,3,5,15000.0,workers
nandun,chenzhou_henan_province,CHI,rural_settlement,wheat,141730.0,46049.0,false,"",0,farming_village,6,18,30000.0,cap
astarabad,gorgan_province,ASR,town,fruit,90210.0,29166.0,false,"",0,fruit_orchard,6,11,30000.0,cap
tetela,tetela_province,TEE,rural_settlement,stone,36400.0,29799.0,false,stone_quarry,1,"",0,0,0.0,""
afrin,antakya_province,KIL,rural_settlement,lumber,80920.0,24579.0,false,lumber_mill,2,"",0,0,0.0,""
sugeneb,surabaya_province,MAJ,rural_settlement,salt,85150.0,65320.00000000001,false,salt_collector,2,"",0,0,0.0,""
khvastovichi,kozelsk_province,KCH,rural_settlement,lumber,43800.0,9971.0,false,lumber_mill,2,"",0,0,0.0,""
meraker,sor_trondelag_province,NOR,rural_settlement,wild_game,10400.0,1255.0000000000002,false,forest_village,0,"",0,0,0.0,""
braine,soissonais_province,FRA,rural_settlement,wheat,168570.0,14691.0,false,"",0,farming_village,6,29,30000.0,cap
zalau,kraszna_province,HUN,rural_settlement,legumes,78320.0,14868.0,false,"",0,farming_village,6,11,30000.0,cap
zenica,bosnia_province,BOS,rural_settlement,coal,39500.0,20136.999999999996,false,coal_mine,1,"",0,0,0.0,""
volchikha,bursol_province,GLH,rural_settlement,livestock,22700.0,736.0,false,"",0,farming_village,0,3,0.0,workers
bilecik,sultanonu_province,TUR,rural_settlement,iron,124750.0,29933.0,false,iron_mine,2,"",0,0,0.0,""
anzhou,hanzhou_province,CHI,rural_settlement,livestock,87850.0,17778.000000000004,false,"",0,farming_village,6,13,30000.0,cap
toszek,tesin_province,BYM,rural_settlement,livestock,49000.0,12281.0,false,"",0,farming_village,6,6,30000.0,land
qasba,khalifatabad_province,SGN,rural_settlement,sugar,182890.0,139042.99999999997,false,"",0,"",0,0,0.0,""
awa_shikoku,awa_province,JAP,rural_settlement,rice,59000.0,43916.99999999999,false,"",0,farming_village,2,2,10000.0,land
saqra,washm_province,SBY,rural_settlement,horses,40480.0,48111.99999999999,true,"",0,"",0,0,0.0,""
amasya,amasya_province,TDJ,city,horses,101720.0,38083.99999999999,false,"",0,"",0,0,0.0,""
tatyshly,kasevo_province,PRM,rural_settlement,lumber,34100.0,2730.0,false,lumber_mill,0,"",0,0,0.0,""
diebougou,wa_province,OUA,rural_settlement,clay,49600.0,18148.999999999996,false,clay_pit,2,"",0,0,0.0,""
narat,almaliq_province,CHG,rural_settlement,horses,29300.0,12507.0,false,"",0,"",0,0,0.0,""
shilovo,ryazan_province,RYA,rural_settlement,livestock,53110.0,7886.0,false,"",0,farming_village,4,8,20000.0,workers
ningjin_zhaozhou,zhaozhou_province,CHI,rural_settlement,clay,104510.0,53516.99999999999,false,clay_pit,2,"",0,0,0.0,""
zangdan,naktsang_province,TIB,rural_settlement,horses,8100.0,1396.0,false,"",0,"",0,0,0.0,""
cardona,osona_province,ARA,rural_settlement,salt,40800.0,19154.0,false,inland_saltworks,2,"",0,0,0.0,""
bongju,hwangju_province,KOR,rural_settlement,medicaments,94840.0,16984.0,false,"",0,"",0,0,0.0,""
santangelo,principato_ultra_province,NAP,rural_settlement,clay,153260.0,50650.99999999999,false,clay_pit,2,farming_village,6,19,30000.0,cap
stade,elbmarch_province,BRE,rural_settlement,fruit,220400.0,36156.0,false,"",0,fruit_orchard,6,35,30000.0,cap
gefle,gastrikland_province,SWE,rural_settlement,fish,64320.0,7940.0,false,fishing_village,3,"",0,0,0.0,""
naogaon,gaur_province,GAU,rural_settlement,dyes,209590.0,153724.0,false,"",0,"",0,0,0.0,""
taganrog,kalmius_province,GLH,rural_settlement,fiber_crops,33400.0,3707.0,false,"",0,"",0,0,0.0,""
chandwar,braj_province,DLH,rural_settlement,sugar,129510.0,129187.99999999999,false,"",0,"",0,0,0.0,""
karagay,karagay_province,PRM,rural_settlement,fur,12800.0,2485.0,false,forest_village,0,"",0,0,0.0,""
corum,corum_province,ERE,rural_settlement,legumes,73120.0,15843.0,false,"",0,farming_village,6,10,30000.0,cap
slutsk,slutsk_province,SSK,rural_settlement,wool,56610.0,9175.0,false,"",0,sheep_farms,5,23,10000.0,workers
ust_pinega,kholmogory_province,NOV,rural_settlement,lumber,9700.0,1578.0,false,lumber_mill,0,"",0,0,0.0,""
dowlatabad_esfandaqeh,jiroft_province,KRM,rural_settlement,livestock,22800.0,1383.0,false,"",0,farming_village,0,3,0.0,workers
huolu,zhending_province,CHI,rural_settlement,wheat,114610.0,49355.00000000001,false,"",0,farming_village,6,12,30000.0,cap
yifeng,luanzhou_province,CHI,town,wheat,194220.0,35341.0,false,"",0,farming_village,6,30,30000.0,cap
bramhapuri,chanda_province,CHD,rural_settlement,lumber,125260.0,123863.0,false,lumber_mill,2,"",0,0,0.0,""
ganlygala,faraveh_province,GRG,rural_settlement,livestock,22200.0,1424.0,false,"",0,farming_village,0,3,0.0,workers
vashki,vashki_province,BLO,rural_settlement,stone,19600.0,2125.0,false,stone_quarry,0,"",0,0,0.0,""
alat,amol_province,YSU,rural_settlement,millet,22100.0,20512.0,false,"",0,farming_village,0,0,0.0,land
pau,bearn_bigorre_province,BRR,rural_settlement,wool,154060.0,42299.0,false,"",0,sheep_farms,6,55,12000.0,cap
shukjung,setha_province,GOL,rural_settlement,livestock,10400.0,8853.0,false,"",0,farming_village,0,0,0.0,land
padova,padua_province,PAD,city,medicaments,203660.0,91728.0,false,"",0,farming_village,6,21,30000.0,cap
yazhelbitsy,yazhelbitskaya_province,NOV,rural_settlement,beeswax,39600.0,3033.0,false,"",0,farming_village,1,6,5000.0,workers
