location_tag,population_capacity
gawakomitigweia,214
gawilgarh,843
gaxun_gobi,11
gaya,2685
gaya_n,844
gayardilt,240
gayiri,414
gayny,76
gayo_lues,32
gayon,93
gaza,86
gazanjyk,111
gazrin_chuluu,301
gazzllatin,102
gbabiri,419
gbepleu,346
gdansk,153
gdov,57
geawegal,182
gebergeyel,262
gechak,11
gecheng,99
gedi,105
gediz,294
geelong,113
geertruidenberg,250
gefle,44
gegen,317
gegong,193
gegou,529
gelanggi,204
geldern,343
geledi,83
gellivaara,11
gembu,303
gemer,135
gemerek,139
gemona,175
genc,78
gendebelo,315
generostee,61
geneseo,70
geneve,122
gengdang,131
gengma,123
genoa,477
geochang,64
geoje,108
georgievskoye,30
gera,181
gerace,270
gerdauen,40
gerede,98
geregia,86
gereshk,103
gergal,148
gerger,124
gergeri,88
gerik,111
gerit,79
germersheim,116
germi,128
gerze,223
gerze_tibet,15
geshitsa,186
gestenthorpe,83
geumseong,59
gex,218
geynyan,233
geziyandun,27
ghadames,11
ghampur,862
ghansor,1029
ghardaia,119
ghari,29
ghariyan,57
gharm,91
ghasipura,406
ghassasa,117
ghat,11
ghatgaon,548
ghatsila,1209
ghazipur,2138
ghazni,205
ghent,199
gheorgheni,48
ghobeyra,11
ghormach,107
ghorveh,64
ghotki,213
ghumayqah,66
giannitsa,118
gibraltar,72
gichthanne,196
gidhaur,2551
gidi_tika,125
giedraiciai,37
gien,89
giessen,101
gifhorn,73
gigen,98
giiwas,50
gilan_gharb,64
gildeskal,20
gilgel_beles,426
gilgit,49
gilju,152
gillberg,126
gilyuy,11
gimbi,366
gimje,146
gimpil_darjaalan,344
ginebig,117
gingee,1321
ginoogaming,118
ginzo_de_limia,282
gioro,37
giraiwurung,87
giresun,145
girgenti,265
girin_ula,638
girona,216
gisors,287
gitxsanimaax,64
giurgiu,73
giwitatigweiasibi,131
giya,140
giza,1
gizhiga,11
gjakova,83
gladsax,86
gladzor,48
glamoc,117
glarus,76
glasgow,85
glauchau,136
glavacioc,93
glaz,69
glendalough,157
glexwe,1116
glogow,133
glommadal,33
glossop,171
gloucester,383
glubczyce,108
glubocica,142
glukharinyi,11
glushkovo,52
gmaap,381
gmunden,177
gniew,118
gniezno,48
gnowoo,294
goa,922
goalpara,555
goana_para,216
goaso,279
goat_creek,58
goba,288
gobindpur,1193
gochacalla,28
godagari,816
gode,297
godthab,11
goeju,67
gogai,383
gogodala,36
gogol,37
gohayo,19
goianas,174
goito,140
gojijin,78
goju,72
gokabat,90
gokak,641
gokju,43
gokseong,510
goksholm,35
goksun,126
golashkerd,41
golconda,881
goleniow,56
golere,12
golhisar,183
golino,26
golmin_salggiyan,212
golo_muiassa,75
golpayegan,34
goly_karamysh,79
gombe,265
gomel,54
gomene,156
gomsi,282
gomu,54
gonabad,59
gonaqua,257
gonc,166
gonda,2218
gondal,1077
gonder,82
gondokoro,908
gonen,104
gonga_chode,29
gongan,303
gonganbao,47
gongcheng,173
gongjiang_jurchen,711
gongju,279
gongkar,68
gongshan,71
gongxian,404
goniadz,44
gonjo,29
gonkri,13
gonogochi,222
gonpatsi,5
good_hope,11
goodpaster,11
gooniyandi,547
goppingen,146
gora,38
gorachouqua,35
goraghat,1021
gorakhpur,1620
gorbatovo,43
gordes,73
gore,688
gorele,193
goreng,184
gorgan,112
gori,137
gori_gori,57
goringhaikona,36
goringhaiqua,21
goris,39
gorizia,91
gorkha,299
gorkovskoye,202
gorlitz,156
gorlos,1026
gorodechnya,32
gorodets,47
gorodets_luga,45
gorodetsk,49
gorodishche,93
gorodishna,56
goroditse_megra,56
gorodok,38
gorodovikovsk,69
gorokhovets,39
gorongoza,272
gorontalo,64
goronyo,193
goroti_kumrenhtx,446
gorouol,32
goroz,136
gorrones,205
gorzow,60
gosaoie,37
goseong,108
goslar,55
gossi,88
gostynin,112
gotera,124
gotha,187
gotheye,65
gottingen,179
goudel,323
goudooumaria,138
goulfey,81
goumbou,150
goundam,2
goundi,369
goupingguan,180
gourdon,172
goure,142
gouriqua,65
gouritsmond,68
gourma_rharous,11
gouveia,167
gowa,97
gowtano,103
goychay,78
goynuk,253
grabow,119
grabowiec,112
grachevka,90
gradac,118
gradina,49
gradiski_brod,68
grafenau,135
granada,166
granadilla,59
grancey,159
grand_bassam,390
grand_lahou,409
grand_manan,11
grandpre,149
grange,49
granite,119
grant,190
grant_creek,65
grantham,233
grass_creek,112
grasse,101
gratesk,11
gratia,87
gravia,43
gray,233
grayling,19
graz,229
great_zimbabwe,138
gremi,94
grenland,37
grenoble,341
gresi,107
gresik,296
grevena,51
grevesmuhlen,70
gribingui,572
griekwastad,207
griesbach,105
grigoropolisskaya,54
grimma,271
grimmen,61
grimsby,296
grindsted,132
grobina,47
grodek,66
grodkow,45
grodno,39
grodzisk_wielkopolski,84
grojec,69
gromatukha,212
groningen,107
gronnedal,11
grosseto,89
grudziadz,72
grundsunda,14
gruyere,167
gruzino,46
gryazovets,55
gryfia_gora,35
gryfow,56
grythyttan,16
guacata,108
guacayakima,92
guachichil,334
guachoyo,149
guadalajara,185
guadalupe,42
guadix,246
guadual,203
guaduas,243
guahaba,65
guahan,14
guaiana,224
guaimaro,66
guaimas,215
guaitaca,312
guaitaka,713
guaja,228
guajajara,381
guajara,256
guajobos,424
guajoquilla,195
gualamba,148
gualas,232
gualeguas,192
gualeguay,242
guama,37
guamanmayo,175
guamonial,59
guamontey,394
guamuhaya,67
guan,139
guana,228
guanabo,26
guanacevi,109
guanahani,24
guanamacabibes,92
guanambi,460
guanare,354
guanay,154
guancavilca,129
guancheng,222
guancheng_zhengzhou,248
guanchenis,1132
guandacol,431
guanfu,115
guangan,140
guangchang,155
guangde,509
guanghai,581
guanghua,221
guangji,202
guangling,87
guangnan,83
guangning,218
guangning_zhaoqing,318
guangping,532
guangshan,355
guangsuoling,125
guangxi,83
guangze,289
guangzhou,278
guangzong,311
guaniguanico,135
guanima,11
guanimar,52
guanipa,525
guantanamo,60
guantao,273
guanyang,185
guanzhou,112
guaquili,76
guaquire,249
guaraca,26
guarapiri,193
guarapuava,330
guarasugwa,139
guarasugwe,168
guaratingueta,44
guarayo,324
guarda,113
guarico,300
guarinoes,234
guarisamey,196
guaritico,119
guarungube,20
guarzo,128
guastalla,166
guatacuba,700
guato,315
guaviare,224
guaxaban,854
guaxenicos,156
guaxule,43
guayacundo,298
guayana,165
guayangareo,265
guayaquil,52
guaycura,139
guaygata,98
guaynabo,52
guaynia,35
guayupes,166
guazacapan,262
guazapayogliglas,216
guazhou,105
guazoco,113
guba,170
gubakha,161
gubbi_gubbi,196
gubbio,146
guben,75
gubio,147
gucheng,255
gucheng_jingzhou,196
gucheng_xi,252
gucheng_zhending,178
guchung,220
guchuntikka,122
gudamalani,317
gudur,542
gueiquesales,280
guelengdeng,175
guelma,99
gueme_sangan,412
guenoa,352
guentota,89
guerande,266
guercif,67
guereda,321
gueret,227
guettara,11
gugera,403
gugu_badhun,486
guhlkahende,262
gui,623
guiaquitas,117
guichi,595
guichita,97
guide,210
guidimouni,209
guidong,162
guihua,115
guiigu_yudxi,266
guildford,296
guiling,155
guimaraes,350
guiping,227
guiratinga,507
guire,157
guise,173
guishan,708
guishun,101
guixi_guangxin,230
guixin,130
guiyang_chenzhou,485
guiyang_hengyang,368
guizhou_guizhou,150
guizhou_xunzhou,247
gujou,50
gujrat,477
gulang,124
gulbarga,912
gulbene,75
gulcha,142
guliang,283
gulidjan,80
gulin,409
gulistan,121
gulja,136
gulmi,357
gulshara,21
gulvau,349
gulya,11
guma,32
gumbaynggirr,238
gumbinnen,42
gumel,216
gummersbach,231
gumus,251
gumushane,161
guna,818
gunaaxoo,57
gunbalang,152
gunditjmara,184
gungabula,200
gunindiri,268
gunma,249
gunnaur,2084
gunnedah,202
gunt,11
guntur,869
gunung_sahilan,108
gunung_sugih,104
gunupur,467
gunwinggu,156
gunza_anbamba,85
gunzburg,108
guochuan,29
guohuo,95
guolimu,35
guozhou,192
gura_galbenei,95
guramal,235
gurbillup,83
gureng_gureng,376
gurgaon,1604
gurghiu,76
gurgueia,365
gurindji,545
guringai,200
gurkyang,86
gurramkonda,568
gurun,58
gurupatuba,224
gurupi,526
gusau,286
gushan,127
gushi,319
gustrow,100
gutian,483
gutti,851
guugu_yimidhirr,185
guvrel,11
guwa,234
guwahati,589
guwan,170
guwandhaang,362
guwevkabaya,159
guwinmal,320
guzelhisar,219
guzhang,213
guzhen,296
guzhou,321
guzor,75
gwa,111
gwaay_haanas,25
gwadar,22
gwalior,797
gwangju,766
gwaram,350
gwatar,14
gwenaska,70
gwiju,117
gyama,10
gyamda,11
gyanema,11
gyantse,8
gydo,45
gyeongju,55
gyeongseong,70
gynaikokastro,197
gyor,190
gytgomkyvamm,11
ha_va_nguon,70
haapai,11
habana,65
habban,4
habiyah,62
hacarigua,149
hacaritamas,209
hachberg,127
hacibektas,177
hackensack,36
hadamar,88
haderslev,81
hadiach,61
hadibu,92
hadishahr,63
haditha,55
hadiya,363
hadjer_haddid,317
hadong,56
haeju,99
haenam,106
haerhhana,279
hafar_al_batin,104
hafik,63
haga,161
hagenow,107
hagios_pavlos,41
haguenau,234
hagwilget,104
hahahae,277
hahatououadeba,192
hahawakpa,173
haifeng,394
haihaer,233
haikang,369
hail,16
hailang,122
hailar,192
hailing,843
hailun,317
haimen,240
haining,129
haiom,392
haisla,138
haiyan,295
haiyang,412
haiyuwel,11
haizhou_liaoyang,673
hajar,27
hajduszoboszlo,202
hajiabad,48
hajipur,2872
hajjah,216
hajjiabad,29
hajjiabad_zarrindasht,47
hajner,1209
hajnowka,51
hajo,443
hakata,223
hakha,17
hakkari,50
hala,162
halaban,29
halas,183
halberstadt,133
halchidoma,11
halden,24
haldensleben,123
haleri,879
halesi,313
hali,136
haliti,311
hall,109
halle_an_der_saale,138
hallein,115
hallingdal,30
halmstad,73
halona_idiwana,246
halshany,37
halych,60
hama,105
hamadan,123
hamar,35
hamaroy,8
hambantota,172
hambatus,186
hambukushu,325
hamburg,187
hamcumqua,266
hamdallaye,93
hamelin,159
hamenk,11
hamheung,204
hamhmam,11
hami,67
hamidiyeh,98
hamm,208
hammamet,126
hammerdal,17
hammerfest,11
hammershus,26
hamrange,43
hamtai,93
han,66
hanabana,113
hanagal,755
hanasaki,11
hanau,125
hanawa,62
hancheng,225
hanchuan,263
handan,304
handbord,33
handia,529
hangu,102
hangu_romania,54
hanguang,607
hangzhou,203
haniguayagua,65
hanimmei,59
hanle,70
hanol,339
hanover,115
hansan,118
hanshan,241
hansi,835
hantam,256
hanyang,186
hanyin,81
hanyuan,232
hanzawa,201
haomen,16
haorangi_atoll,11
hapcheon,108
hapsal,36
hapur,1845
haql,11
harad_al_ahsa,99
harad_asir,420
haradok,46
harahey,205
harandzuvan,123
haranka,111
harar,376
harardhere,76
harat,29
harburg,143
harbuzynka,67
harcourt,330
harderwijk,178
hardoi,1552
haresabad,20
hargan,209
hargaya,246
hargeisa,142
harib,37
harishpur,432
harlau,115
harlech,86
harlingen,138
harmancik,138
harnosand,11
harput,120
harran,101
harrand,363
harricana,61
harris,4
harro_walabu,332
harrow,230
harsova,42
harunabad,85
has,66
hasakah,66
hasankale,117
hasankeyf,186
hasar,276
hashatjin,64
hashtrud,101
haskaont,34
haskovo,124
hassan_karnataka,506
hasselt,171
hassfurt,117
hastings,163
hata,276
hatam,18
hatchie,132
hateg,51
hatera,133
haterk,49
hatteras,61
hattfjelldal,10
hatthigiripura,367
hatun_kanar,64
hatun_killaka,187
hatun_xauxa,101
hatunllacta,228
hatunqulla,119
hatunsaray,67
haugalandet,29
haungtharaw,114
hauraki,122
havaii,11
havasu,22
havasubaaja,367
havelberg,77
haveri,876
havero,32
hawaastatkiicu,265
hawoben,11
hawraman,63
haya,155
hayami,189
haylan,61
haymana,73
haynay,92
hayq,139
hayrabolu,166
hays,524
hazarasp,9
hazaribagh,988
hazelton,91
hazro,118
he_sapa,287
headdhetanwan,199
hebin,454
hebron,122
heby,53
hechi,195
hede,19
hedemora,50
hedesunda,52
hedingham,147
hedmarksvidda,39
hedong,109
heeyoteyoo,185
hefei,430
hehe,202
hehvaitaneo,111
heide,123
heidelberg,125
heidenheim,91
heilbronn,81
heiligenhafen,136
heiltsuk,44
heinjoki,11
heinola,18
heinsberg,216
heishui,151
heizhang,163
hejian,174
hejiang,413
hejin,93
hekikai,277
helfenstein,133
hellin,84
helmond,93
helmstedt,129
helong,70
helsingborg,109
helsinge,21
helsingor,287
hemang,259
hemtine,354
hendijan,37
henei,270
hengshan,591
hengshui,105
hengyang,438
heni,42
henley,201
hennebont,212
heoryeong,96
hepa,212
heping,400
hepu,179
heqing,55
hequ,173
hequ_wuding,140
herat,84
hereford,246
heretaunga,148
hereti,176
heris,82
herjolfsnes,11
hermagor,107
herment,214
herrera,146
hersfeld,114
hertford,186
hertogenbosch,467
herzberg,85
herzfelde,95
hesdin,139
heshui,191
heshun,88
hessequa,64
hetu_ala,125
heungyang,89
heves,186
heviksnipahis,161
hewanorra,65
hexham,151
heyang,46
heyang_xian,181
heyuan,163
hezhong,404
hezhou,107
hezhou_he,187
hiambouli,82
hicayagua,70
hidaka,160
hienatiemi,11
hienuki,68
hieraniony,38
higashikanbara,68
higashikubiki,254
higashimatsuura,185
higashimuro,171
higashiokitama,111
higashisonogi,74
higashiusuki,180
hijli,2349
hikami,261
hiki,282
hildburghausen,131
hildesheim,115
hill_nomlaki,78
hillah,202
hilo,66
himba,280
himologan,54
himuris,213
hinai,110
hinglaj,23
hingoog,52
hinis,81
hino,128
hinono_ei,84
hinsepu,158
hinthada,232
hinyaa,224
hinyankaga,187
hipalan,15
hiraka_aomori,44
hirmata,85
hiroo,15
hirson,169
hisar,957
hishikari,40
hisiometaneo,177
hissar,206
hisse_yoyi_yoe,142
histahayo,122
hit,56
hita,92
hitchauta,79
hitchiti,92
hitu,20
hiva_oa,14
hiw,1
hiwasee,32
hiyama,66
hiyama_hokkaido,28
hizan,83
hjo,23
hjorring,121
hkamti,64
hlahlandlela,310
hlohovec,240
hlucin,154
hlukhiv,48
hlusk,52
hlybokaye,37
hlynne,31
hmawbi,373
hnahnu,569
ho_bay,104
hoa,224
hoachanas,841
hoan_chau,92
hoboksar,87
hoborg,25
hobyo,96
hocabail,217
hochelaga,21
hochob,72
hocking,125
hodod,69
hodonin,362
hoengcheon,39
hoengeiqua,250
hoeyang,116
hof,110
hofgeismar,175
hogdal,96
hogehege,115
hogohega,69
hoh_xil,19
hohenberg,176
hoi,20
hoifa,286
hoilkut,36
hokah,161
holar,11
holeylan,76
holic,233
hollabrunn,192
hollola,31
holmur,11
holstebro_lundenes,61
holtalen,25
holzminden,146
hom,35
homalco,14
hombori,202
hometwoli,74
hominka,61
homs,113
honaz,104
hondosaka,186
hong_chau,175
hongcheon,60
hongju,150
hongsa,97
hongshui,91
hongtong,261
hongxian,365
hongyuan,165
honih_hiyo_he,301
honnavara,306
hont,167
hoorn,21
hopatcong,58
horb,74
horicon,46
horki,36
hormuz,21
horn,136
hornborg,37
horodnia,52
horodok,64
horodyshche,50
horoshino,41
horsh_aiken,11
horstmar,129
horta,16
hosap,41
hoshangabad,1116
hoskitaga,154
hoskote,778
hostoticpac,169
hostotipaquillo,451
hot,94
hot_springs,148
hotalich,113
hotin,94
hotoanaohe,188
hottah_ti,11
houguan,296
houma,120
houmi,118
hounde,184
houtunqua,132
hoveyzeh,47
hovtva,59
hoxter,184
hoya,157
hoyerswerda,98
hoyu_ao_he,262
hpa_an,115
hradec_kralove,313
hradiste,531
hryshyne,84
hsenwi,119
hsipaw,150
htamanthi,137
htigyaing,79
htilin,142
huacareta,180
huacatambo,304
huacheng,506
huachi,218
huacrachuco,74
huafeng,200
huaian,240
huaihua,435
huaiji,304
huailai,267
huaining,169
huairen,219
huairou,166
huaiyuan,501
huaiyuan_mizhi,353
huaiyuan_rongzhou,326
huajuapan,340
huajuco,358
hualahuises,217
huallumarca,96
huaman_karpa,122
huamanpata,49
huambo,243
huambos,126
huamelula,272
huamual,30
huanacache,253
huancachaca,26
huancapampa,155
huandacareo,22
huangan,268
huangcaoba,305
huanggang,430
huanglong,255
huangmei,163
huangpi,397
huangping,176
huangxian,412
huangyan,414
huantajaya,64
huanzhou,186
huanzhou_qingyang,363
huarco,171
huari,89
huarmey,158
huarochiri,111
huarong,251
huasco,32
huatabampo,208
huating,1015
huating_pingliang,89
huaxcama,553
huaxtepec,628
huaxtla,485
huayacocotla,366
huayin,98
huaying,110
huayuan,152
huayuantou,174
huazhou,81
hubek,79
hubli,472
hucha_hudan,151
hudaida,297
hudiksvall,47
hudur,277
hue_hue_ri_gi_ta,268
huedin,113
huehuetan,131
huelva,54
huesca,97
huescar,181
huete,129
huexotzinco,630
huguan,96
huhuhla,39
huian,134
huichang,255
huicheon,60
huichuan,130
huichuan_dechang,510
huifacheng,377
huihe,148
huilai,263
huili,426
huiqi,477
huista,88
huitong,392
huitzquilic,218
huixian,411
huizhou,102
huizhou_gongchang,265
huju,131
hukawng,105
hukou,69
hulagan,295
hulan,337
hulawen,260
hulbuk,111
huliaipole,101
hulin,231
hull,117
hulst,67
hulu_baram,120
hulu_barito,143
hulu_jelai,76
hulu_kahayan,145
hulu_kapuas,115
hulu_kinabatangan,146
hulu_labuk,109
hulu_lamandau,122
hulu_limbang,50
hulu_mahakam,137
hulu_melawai,130
hulu_mendawai,107
hulu_mentaya,148
hulu_mesuji,91
hulu_musi,90
hulu_padas,103
hulu_paser,96
hulu_pawan,147
hulu_sambas,130
hulu_segama,80
hulu_sembakung,138
hulu_seruyan,106
hulu_telen,113
hulun,321
hum,243
humadea,96
humar,281
humati,102
humbe,162
humbokado,95
humcumqua,37
humenne,233
huncun,140
hunedoara,99
hunfeld,231
hungry_horse,75
hunguy,212
huntingdon,179
hunucma,256
hunyuan,116
huolin,961
huolu,304
huoqiu,659
huoshan,196
huoyi,106
huozhu,122
hupenuu,306
huraydah,23
huriel,185
hurle,292
hurunui,11
husavik,9
husaynabad,2756
huseyinabad,75
husi,62
husinec,182
husum,32
hutayb,216
huth,722
hutton,116
huupalikooche,157
huwwarin,47
huxian,77
huysiyn,89
hvalsey,11
hvamstangi,11
hvittis,59
hvlan,213
hvolsvollur,5
hwaju,87
hwalbay,410
hwangju,163
hwasun,30
hymahi,59
hythe,145
hytop,113
ia,151
iagodnoie,11
iagorlic,165
iaguarauna,76
ialophaybo,132
iaremappo,113
iasi,124
iate,330
ibaje,295
ibalong,68
ibaraki,140
ibb,490
ibequa,42
ibi,347
ibicui,323
ibirapuita,249
ibiza,105
ibo,166
ibotirama,572
ibra,27
ibrahimabad,2330
ibri,17
ibusuki,237
ica,147
icabaqua,205
icafui,94
icalo,123
ichagarh,1214
icheda,36
icheon,151
ichera,13
ichihara,181
ichirouganaim,12
ichishi,128
ichisi,88
ichitki,233
ichnia,46
ichon,49
ichugan,10
ichukanai,218
ichuna,82
ichuveem,11
ickari_kitsu,227
idah,301
idanha,97
idar,983
idensalmi,14
ider,30
idjil,11
idkabue,155
idlib,97
idodomya,79
idre,28
idrinskoye,185
idy_sakhalin,148
ife,570
iferouane,11
ifni,47
ifrane,36
iga,186
igan,93
igaracu,125
igbo_ukwu,828
igboho,326
igdir,162
igiliz,81
igiugig,98
igli,21
iglunga,12
igmu,289
igra,119
iguamuco,63
iguanacaera,120
iguape,88
iguazu,277
igumbi_andele,141
igushiq,45
ihara,161
ihkowom_iyo_he,226
ihosy,204
iichiilikaaashaashe,130
iiq,20
iisaxpuatahcheeaashe,116
iishi,98
ij_iran,67
ijathibe_wapta,134
ijebu_ode,322
ijnapuigosode,273
ika_nepa,11
ikab_ya,11
ikala,343
ikalamavony,186
ikalis,43
ikan,21
ikaria,11
ikaruga,280
ikeda,104
ikere,577
ikh_narttin_chuluu,277
iki_burul,174
iki_iki,36
ikjan,81
ikkatuluk,11
ikkeri,641
ikom,289
ikongo,191
ikongo_boa,259
ikorundu,726
ikosi,1053
ikoyi,283
ikpeng,305
ikryanoye,109
iksa,60
ikuiapa,701
ilalumaala,11
ilam,71
ilambazar,2064
ilan_hala,277
ilanbalyk,246
ilansky,307
ilanz,97
ilasi,87
ilchamu,278
ilek,213
iles_de_los,274
ilesa,433
ileza,53
ilgin,53
iliamna,59
ilibalyk,102
ilic,114
ilimo,125
ilimpeya,11
ilirnej,11
ilirska_bistrica,79
illapa,78
illecillewaet,93
illereichen,93
illescas,140
illichpur,1426
illora,147
ilog,84
ilok,167
ilomantsi,17
ilorin,101
ilovlya,83
ilovna,33
ilucan,163
ilya,38
ilyino,30
ilyinsko_podomskoye,100
ilyinskoye_khovanskoye,36
ilza,93
imaapik,11
imadate,236
imakia,435
imangaq,11
imanka,72
imbaguarbak,137
imbangala,138
imbau,303
imbros,13
imilen,118
imizu,179
immenstadt,126
imola,172
impakwe,132
imphal,142
imsdalen,21
imsil,93
imst,90
in_amenas,17
in_gall,24
inagua,43
inaka,117
inalumaala,11
inapiremapu,182
inarigda,11
inbatskoye,11
incahuasi,128
incarraqay,86
incawasi,107
incheh_borun,84
inde,329
inderapura,55
indersdorf,59
indigiir,11
indore,1332
indrapura,95
indrapura_khmer,696
inebolu,73
ineseno,303
ineu,88
inga,169
ingadi,11
ingapirca,33
ingapu,363
ingariko,482
ingatambo,307
ingedei,96
ingenika,90
ingnyeong,65
ingolstadt,117
ingombe_ilede,285
ingonish,32
ingul,68
inhambane,275
inhandui,291
iniesta,109
iningai,529
inishowen,58
initao,62
injangyang,138
inje,50
inju,604
inka_llaqta,198
innsbruck,84
innurmin,11
inonu,69
inotonniicaah,197
inowroclaw,164
inqua,99
insaombi,202
insar,89
insterburg,38
insuyu,42
intapushe,282
interlaken,113
inutsualak,11
inuviq,11
inverary,31
inverness,66
inverurie,103
iny_karaja,682
inyanga,99
inyanshashawatpa,372
inzia,353
ioannina,64
iowa,349
iparuka,504
ipatovo,88
ipholhhelhlhup,126
ipire,244
ipojuca,678
ipswich,178
ipueira,887
iqaluit,11
irafshan,14
irakinda,11
iranmranhre,672
irantxe,445
iraqw,279
irarutu,122
irawo,334
irbid,134
irbit,124
irece,626
irek,230
irelyakh,11
iresim,75
irgiz,268
iriirakiicuhat,258
irij,1672
iriomote,33
irkineieva,47
irkutsk,239
irkutsk_kazachinskoye,192
irodo,140
irondequoit,48
irong_irong,59
irritila,198
irtysh,86
irvine,56
isabela_island,125
isaccea,30
isafjordur,29
isakhel,217
isatabu,58
isawa,62
isbijab,50
ischigualasto,227
iscuande,146
isenga,20
isenhagen,82
isernia,156
isfahan,100
isfara,95
ishak,75
ishanapura,143
ishbukun,11
ishigaki,28
ishikari,36
ishimbay,102
ishkashim,7
ishkoman,11
ishkul,438
ishma,104
ishpeming,141
ishpiialawaache,127
ishtaboli,52
ishtixon,79
isili,48
isinguro,511
isiro,1170
iskanwaya,23
iskenderun,61
iskilip,162
iskwao,239
islamgarh,119
islamkot,154
islay,11
isluga,83
ismail,62
isoya,13
isparta,120
ispir,40
issoudun,112
istakhr,56
istalif,314
istanoz,95
isumi,132
iswa,86
ita_atiaia,437
ita_cuara,385
ita_kua_y,269
itaba,63
itabaiana,172
itaberaba,720
itabira,143
itaboa,155
itaboca,806
itacolomi,48
itaitu,383
itajai,133
itajuba,104
itajui,814
itakangapyra,186
italwa,41
itamarandiba,139
itanagar,308
itanhomi,176
itaparica,339
itapecuru,276
itapemirim,430
itaperuna,405
itapetininga,131
itapeva,231
itapicuru,473
itapiracaba,372
itapirapua,593
itapocu,148
itaporanga,142
itapua,231
itaraholata,71
itarap,117
itarare,277
itaratim,197
itatsky,269
itaueira,540
itekiatonhniarikon,43
ithriya,94
itihumma,114
itis,45
itkanaahtuusu,192
itomamo,30
itonama,182
itscheabine,217
itu,57
itu_jilin,791
ituzaingo,297
itya_mahadu,372
itzalku,109
itzamkanac,109
itzcalpan,162
itzcuintlan,206
itzocan,603
iultin,11
ivalo,9
ivangorod,17
ivanovo,39
ivanpah,13
ivanteyevka,59
ivashka,11
ivdel,66
iveagh,135
iviatim,158
ivituut,11
ivohibe,237
ivrea,577
ivuna,388
iwafune,189
iwai,114
iwaki,119
iwal,22
iwanai,12
iwase,81
iwate,119
iwo,779
iwol,242
iwur,44
ixcatlan,113
ixesi,281
ixmiquilpan,340
ixtacamaxtitlan,450
ixtachichimecapan,390
ixtapan,176
ixtlahuaca,1253
ixtlahuacan,276
ixtlan,155
ixtutz,65
iyawakagapi,135
iyeesnime,142
iyengra,11
iyesyak,11
iyo,210
izberdey,47
izboishchi,43
izborsk,33
izdeshkovo,40
izeh,74
izhevsk,74
izhma,11
iziaslav,42
izium,136
izki,25
izmit,34
iznik,210
izori,51
iztachacalapan,167
izumi,481
izumi_satsuma,117
izumo,90
izyaslavl,34
j_hradec,176
jabar,131
jabar_goemba,312
jabbul,61
jabhua,860
jabirrjabirr,83
jabiyan,188
jableh,191
jaboticabal,168
jaburrara,76
jaca,110
jacarei,39
jachal,310
jachymov,261
jacu,615
jacui,173
