location_tag,area_km2,capacity_people_p10,capacity_people_p50,capacity_people_p90,people_per_km2,crop_capacity_people,livestock_capacity_people,marine_capacity_people,freshwater_capacity_people,wild_capacity_people,apiary_capacity_people,rainfed_crop_capacity_people,irrigation_increment_capacity_people,tsetse_livestock_capacity_loss_people,cool_cereals_capacity_people,warm_cereals_capacity_people,wet_rice_capacity_people,maize_capacity_people,roots_tubers_capacity_people,tropical_perennials_capacity_people,feasible_cultivated_fraction,food_system,external_crop_source_coverage,normalized_capacity,model_version,source_manifest_hash
ash_shamli,7742.783227,2526,3862,5461,0.498789,1309,2114,0,0,220,219,1309,0,0,0,0,0,0,1309,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ash_shaqiqah,5431.426589,1772,2710,3832,0.498963,920,1483,0,0,153,154,920,0,0,0,0,0,0,920,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ash_shibahah,3101.406427,12957,19811,28013,6.387879,1031,847,17764,0,85,85,999,32,0,0,0,0,0,1031,0,0.043200,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ash_shuara,3082.645053,1200,1834,2593,0.594982,818,842,0,0,87,87,818,0,0,0,0,0,0,818,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ash_shuaybah,5767.119823,17648,25952,35814,4.500079,0,1575,24042,0,168,168,0,0,0,0,0,0,0,0,0,0.043200,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ash_shuaybah_hail,6540.322224,1472,2164,2986,0.330866,0,1786,0,0,187,191,0,0,0,0,0,0,0,0,0,0.022800,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashalaho,3975.616064,6655,9786,13505,2.461569,0,2299,0,6210,994,284,0,0,0,0,0,0,0,0,0,0.068800,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashaninka,6321.203612,146133,214901,296563,33.996848,204952,2884,0,5103,1892,71,188375,16577,0,0,0,0,0,204952,0,0.244800,cassava,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashaval,5166.708173,200882,295415,407672,57.176575,246561,19023,22783,7049,0,0,220143,26417,0,0,246561,0,0,0,0,0.518400,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashby,1935.325208,107654,158315,218474,81.802683,151832,1871,0,3958,568,86,139551,12281,0,0,0,0,151832,0,0,0.184900,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashca,4305.788518,522578,768497,1060526,178.480006,741545,13722,0,13230,0,0,657398,84147,0,0,0,0,601838,139706,0,0.518400,maize+white_potato,1.000000,26,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashca_caycu,9500.652862,1014946,1492567,2059743,157.101559,1454668,29819,0,8081,0,0,1337011,117657,0,0,0,0,1189723,264945,0,0.518400,maize+sweet_potato,1.000000,51,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashchyozek,12432.469713,50749,74631,102990,6.002880,0,59161,0,14795,588,87,0,0,0,0,0,0,0,0,0,0.273600,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashevo,1601.552289,73521,108120,149205,67.509325,104931,3118,0,0,58,13,101678,3254,0,104931,0,0,0,0,0,0.420000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asheweig,8427.189205,11235,16522,22800,1.960517,0,4873,0,8941,2106,602,0,0,0,0,0,0,0,0,0,0.420000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asheyi,11847.655117,45696,67200,92737,5.672044,0,41635,0,25011,472,83,0,0,0,0,0,0,0,0,0,0.273600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashida,424.614225,13830,20338,28066,47.897448,12299,1076,6888,0,62,13,11918,381,0,0,0,12299,0,0,0,0.236500,rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashigara,410.892517,21179,31146,42981,75.800174,23244,1041,6784,0,64,12,22524,721,0,18118,5127,0,0,0,0,0.236500,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashikaga_loc,356.431351,8119,11940,16477,33.497663,11356,454,0,0,112,17,11356,0,0,8357,0,3000,0,0,0,0.184900,wheat+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashikita,358.252774,8052,11841,16341,33.052857,4843,484,6368,0,130,18,4693,150,0,0,0,4843,0,0,0,0.184900,rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashkamesh,3520.900526,32978,48498,66927,13.774183,31679,16754,0,0,56,8,31679,0,0,25252,6427,0,0,0,0,0.115200,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashmunayn,763.218997,2732,4017,5544,5.263316,0,1094,0,2845,28,50,0,0,0,0,0,0,0,0,0,0.662400,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashmyany,1699.816443,70065,103036,142190,60.616034,96676,1819,0,4120,364,58,88856,7819,0,96676,0,0,0,0,0,0.309600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashoro,670.122216,14189,20865,28794,31.136791,19926,702,0,0,205,32,19926,0,0,19926,0,0,0,0,0,0.184900,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashraf,1610.001293,74723,109887,151645,68.253000,91648,5300,12939,0,0,0,88807,2842,0,70016,21633,0,0,0,0,0.420000,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asht,3066.108875,20886,30714,42385,10.017269,20322,4681,0,5480,181,50,18678,1644,0,5061,15260,0,0,0,0,0.076000,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashtabula,3724.603485,287617,422966,583694,113.560118,400586,3672,17818,0,774,117,388164,12421,0,0,0,0,400586,0,0,0.309600,maize,1.000000,15,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashuanipi,4920.506632,9415,13845,19106,2.813788,0,2845,0,9419,1230,351,0,0,0,0,0,0,0,0,0,0.420000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ashuapmushuan,1440.845152,7738,11380,15704,7.898029,0,1548,0,9061,668,103,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asifabad,2790.010615,44977,66142,91277,23.706873,62979,1859,0,0,1248,56,62979,0,0,0,50009,0,0,12971,0,0.146200,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asika,1559.316133,9024,13271,18313,8.510559,11540,922,0,0,776,33,11540,0,0,0,0,3116,0,8424,0,0.054400,yam+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asila_arabia,4783.195492,1863,2849,4028,0.595574,1273,1306,0,0,135,135,1273,0,0,0,0,0,0,1273,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asilah,906.434360,66012,97077,133966,107.097160,83561,3682,9833,0,0,0,80970,2591,0,60820,22741,0,0,0,0,0.518400,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asingasta,4597.585506,497800,732059,1010242,159.226944,708563,17759,0,5738,0,0,632645,75917,0,0,0,0,588411,120151,0,0.420000,maize+sweet_potato,1.000000,25,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asiniike,6295.945879,466273,685696,946260,108.910649,655907,6136,22766,0,767,120,635569,20338,0,0,0,0,655907,0,0,0.420000,maize,1.000000,24,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asiniwaciy,8393.392628,11202,16474,22734,1.962704,0,4853,0,8923,2098,599,0,0,0,0,0,0,0,0,0,0.184900,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asir,1528.242404,5364,7889,10887,5.162046,4602,3178,0,0,84,24,4602,0,0,3558,1044,0,0,0,0,0.086000,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asir_ALG,4690.303689,63556,93465,128981,19.927248,80787,12678,0,0,0,0,80787,0,0,17384,63403,0,0,0,0,0.518400,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asirgarh,2712.749437,54822,80621,111257,29.719246,69692,5431,0,5168,247,83,64055,5637,0,0,55461,0,0,14230,0,0.236500,sorghum+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
askataliank,928.951109,10696,15729,21706,16.932275,0,998,9948,4262,454,66,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
askino,3746.870849,119297,175436,242102,46.822131,164495,4007,0,6008,799,128,151190,13305,0,164495,0,0,0,0,0,0.309600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
askiz,16390.691177,134417,197672,272788,12.060038,161963,17610,0,12382,4911,807,148863,13100,0,161963,0,0,0,0,0,0.184900,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
askot,2514.987363,12712,18695,25799,7.433349,9840,2702,0,4984,1010,159,9044,796,0,9840,0,0,0,0,0,0.068800,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aslan_horod,2168.593321,101947,149922,206893,69.133344,139416,5862,0,4644,0,0,128140,11276,0,25887,113529,0,0,0,0,0.518400,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aslanapa,1037.110444,20796,30582,42204,29.488089,25020,2092,0,3279,156,35,22997,2024,0,6627,18393,0,0,0,0,0.209000,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aslanduz,2064.048705,40546,59626,82284,28.887920,46486,8604,0,4536,0,0,42726,3760,0,12026,34460,0,0,0,0,0.273600,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asmara,3796.663724,103790,152633,210633,40.201790,125003,21556,0,6074,0,0,114893,10111,0,29282,95721,0,0,0,0,0.273600,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asmat,5739.661259,169223,258751,365874,45.081283,228226,3270,19669,6082,1457,47,203773,24453,0,0,0,0,0,228226,0,0.420000,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asni,1771.596432,70762,108199,152993,61.074207,99504,4431,0,4163,80,20,91456,8048,0,0,77696,0,0,21808,0,0.396000,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aso,914.083672,29560,43471,59990,47.557061,41464,1820,0,0,157,30,41464,0,0,31839,9626,0,0,0,0,0.209000,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asola,728.499599,56133,82548,113916,113.312276,79207,3340,0,0,0,0,79207,0,0,60469,18738,0,0,0,0,0.518400,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asoqasqoq,2041.569893,2246,3303,4558,1.617895,0,2193,0,0,964,146,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aspa,2891.857646,67135,98728,136244,34.139911,95018,3014,0,0,600,96,95018,0,0,95018,0,0,0,0,0,0.309600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aspara,1927.939814,80979,119086,164339,61.768684,113950,5136,0,0,0,0,113950,0,0,88803,25147,0,0,0,0,0.518400,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aspas,2758.330189,5767,8481,11704,3.074632,4069,4212,0,0,156,44,4069,0,0,4069,0,0,0,0,0,0.086000,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aspet,970.159989,30348,44629,61588,46.001463,40053,989,0,3179,360,48,36814,3240,0,40053,0,0,0,0,0,0.184900,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aspotogan,1066.688169,22851,33605,46375,31.503832,21545,1146,10625,0,253,37,20877,668,0,0,0,0,21545,0,0,0.309600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assa,4350.142395,5389,7925,10936,1.821776,0,1188,0,6486,124,127,0,0,0,0,0,0,0,0,0,0.025800,barley+pearl_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assab,6273.893934,19227,29399,41570,4.685908,2273,1713,25054,0,186,172,2203,70,0,0,0,0,0,2273,0,0.043200,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assabet,1712.071557,13443,19769,27282,11.547119,13324,1839,0,4151,397,59,12246,1078,0,0,0,0,13324,0,0,0.309600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assan,7609.961738,73177,107613,148506,14.141114,97053,1562,0,5983,2900,116,89203,7850,2157,0,0,0,0,22590,74463,0.129200,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assapasca,14731.335312,143691,211310,291608,14.344271,178974,30863,0,0,1234,240,178974,0,0,0,0,0,178974,0,0,0.076000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assawoman,2075.260927,90082,132474,182814,63.834655,112454,5260,14622,0,114,23,108967,3487,0,0,0,0,112454,0,0,0.396000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assen,762.108558,30751,45222,62406,59.337923,44271,743,0,0,183,25,44271,0,0,44271,0,0,0,0,0,0.309600,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assens,1066.570345,95747,140805,194311,132.016710,126428,3753,10624,0,0,0,122508,3920,0,126428,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assereniet,6006.765126,774161,1138472,1571091,189.531616,1120897,10601,0,6635,280,59,1030236,90661,0,0,0,0,1120897,0,0,0.396000,maize,1.000000,39,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assinie,5348.217713,165075,242757,335005,45.390255,216841,1180,17521,5420,1727,69,193608,23233,1630,0,0,55542,0,0,161298,0.244800,banana+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assisi,941.254589,50288,73953,102055,78.568375,64054,6765,0,3135,0,0,58873,5181,0,52903,11151,0,0,0,0,0.273600,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assode,14849.456085,4931,7540,10661,0.507755,2676,4054,0,0,391,418,2676,0,0,0,0,0,0,2676,0,0.025800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assonet,1413.225691,13728,20189,27861,14.285617,6142,1518,12154,0,326,48,5951,190,0,0,0,0,6142,0,0,0.309600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assorodus,2289.137544,241344,354918,489787,155.044509,325106,4386,14566,10721,114,25,280264,44842,0,0,0,0,325106,0,0,0.396000,maize,1.000000,12,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assosa,44190.797688,1795800,2640882,3644417,59.760899,2401538,219280,0,20064,0,0,2207296,194242,85276,0,1842904,0,0,558634,0,0.273600,sorghum+yam,1.000000,91,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
assunpink,1403.372787,44494,65432,90297,46.625078,59018,2709,0,3617,72,15,54245,4774,0,0,0,0,59018,0,0,0.396000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
astara,1038.316611,35382,52033,71805,50.112794,39926,1222,10489,0,345,51,38688,1238,0,32204,7723,0,0,0,0,0.184900,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
astarabad,1581.153638,54053,79489,109695,50.273033,65140,1238,12827,0,230,54,63120,2020,0,52276,12865,0,0,0,0,0.309600,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asti,782.029932,20594,30286,41794,38.727250,28169,1982,0,0,112,24,28169,0,0,22010,6158,0,0,0,0,0.236500,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
astore,958.283005,1054,1551,2140,1.618239,0,1463,0,0,69,18,0,0,0,0,0,0,0,0,0,0.032000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
astorga,1153.274273,13333,19607,27058,17.001533,17180,2292,0,0,117,19,17180,0,0,17180,0,0,0,0,0,0.076000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
astrakhan,4055.632785,105706,155450,214521,38.329329,115586,13351,20242,6270,0,0,103202,12384,0,17514,98072,0,0,0,0,0.420000,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
astrina,1329.856362,52424,77094,106390,57.971994,75410,1368,0,0,273,44,75410,0,0,75410,0,0,0,0,0,0.309600,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
astros,820.636481,16801,24708,34096,30.107823,10452,4875,9380,0,0,0,10128,324,0,7916,2536,0,0,0,0,0.309600,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asuf,7151.547369,18229,26807,36993,3.748380,0,14873,0,11294,502,138,0,0,0,0,0,0,0,0,0,0.144000,barley+pearl_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asurini,5767.227099,150771,221722,305977,38.445228,212567,2607,0,4836,1649,64,195374,17193,0,0,0,0,0,212567,0,0.244800,cassava,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asvieja,2621.530159,124770,183485,253209,69.991548,173044,5242,0,5040,130,29,159048,13996,0,173044,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
aswan,2075.385175,15132,23138,32717,11.148774,16411,2179,0,4548,0,0,15084,1327,0,0,0,0,0,16411,0,0.662400,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
asyut,676.414210,9024,13798,19511,20.399233,10552,678,0,2568,0,0,9699,854,0,0,0,0,0,10552,0,0.662400,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
at_tarfawi,2981.549795,4753,7267,10276,2.437358,876,814,0,5407,85,84,805,71,0,0,0,0,0,876,0,0.022800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ata_mindanao,2320.373440,65078,95702,132069,41.244402,81094,1276,12211,0,1083,38,78580,2515,0,0,0,0,0,18243,62851,0.146200,banana+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atacames,8452.555131,226483,333063,459627,39.403789,290259,9071,23891,7376,2122,343,259160,31099,0,0,0,0,70787,219472,0,0.184900,cassava+maize,1.000000,11,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atach,12684.616911,391414,575609,794341,45.378520,538357,25584,0,10919,605,143,494813,43544,0,538357,0,0,0,0,0,0.396000,oats,1.000000,20,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atahachi,3115.738976,229963,338181,466689,108.539444,329244,3551,0,4662,634,90,302614,26630,0,0,0,0,251356,77887,0,0.309600,maize+sweet_potato,1.000000,12,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atajal,6596.522402,346448,509482,703085,77.234917,475681,26866,0,6935,0,0,437206,38474,0,0,0,0,378036,97645,0,0.518400,maize+cassava,1.000000,18,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atakpame,6810.782800,84506,124273,171497,18.246489,119761,2779,0,0,1483,250,119761,0,3838,0,0,22315,0,97445,0,0.184900,yam+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atalanti,417.514852,19198,28233,38961,67.620981,17494,922,6834,2956,21,5,16319,1175,0,14222,3272,0,0,0,0,0.396000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atanagunypacam,9589.452474,512749,754043,1040579,78.632509,675636,40435,29017,8955,0,0,603247,72390,0,0,0,0,565592,110044,0,0.420000,maize+sweet_potato,1.000000,26,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atanari,40756.260858,2751998,4047055,5584936,99.298983,3917595,117070,0,12390,0,0,3600731,316864,0,0,0,0,0,3917595,0,0.518400,cassava,1.000000,100,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atanuul,11604.946380,2028,2982,4115,0.256966,0,2326,0,0,317,339,0,0,0,0,0,0,0,0,0,0.022800,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atar,7950.433089,3823,5845,8265,0.735224,3232,2171,0,0,219,224,3232,0,0,0,0,0,0,3232,0,0.025800,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
atargan,8422.192638,27074,39815,54945,4.727428,0,9143,28949,0,1228,495,0,0,0,0,0,0,0,0,0,0.396000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
