name,category,icon,price,price_gold,price_source,effective_price,effective_price_gold,effective_price_source,price_kind,pop_type,employment_size,employment_size_key,max_levels,obsolete_buildings,possible_production_methods,unique_production_methods,unique_production_method_groups,source_file,source_line,source_layer,source_mod,source_mode,source_history
fine_cloth_manufactory,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""fine_cloth_workshop""]",[],"[""pp_fine_cloth_manufactory_silk_cloth_manufactory_maintenance"",""pp_fine_cloth_manufactory_fine_cloth_manufactory_maintenance"",""pp_fine_cloth_manufactory_standard_cloth_manufactory_maintenance"",""pp_fine_cloth_manufactory_alum_fine_cloth_manufactory_maintenance""]","[[""pp_fine_cloth_manufactory_silk_cloth_manufactory_maintenance"",""pp_fine_cloth_manufactory_fine_cloth_manufactory_maintenance""],[""pp_fine_cloth_manufactory_standard_cloth_manufactory_maintenance"",""pp_fine_cloth_manufactory_alum_fine_cloth_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
fine_cloth_mill,consumer_goods_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""fine_cloth_manufactory""]",[],"[""pp_fine_cloth_mill_fine_cloth_mill_maintenance"",""pp_fine_cloth_mill_silk_cloth_mill_maintenance""]","[[""pp_fine_cloth_mill_fine_cloth_mill_maintenance"",""pp_fine_cloth_mill_silk_cloth_mill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_fine_cloth_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
hand_cannon_guild,weapons_industry_category,,,,,,,,unresolved,burghers,0.3,,1,[],[],"[""pp_hand_cannon_guild_hand_cannon_guild_maintenance""]","[[""pp_hand_cannon_guild_hand_cannon_guild_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_hand_cannon_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_hand_cannon_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
gun_smith,weapons_industry_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,"[""hand_cannon_guild""]",[],"[""pp_gun_smith_guns_guild_lumber_maintenance"",""pp_gun_smith_guns_guild_bronze_maintenance"",""pp_gun_smith_guns_guild_iron_maintenance"",""pp_gun_smith_guns_guild_ammunition_lead_maintenance"",""pp_gun_smith_guns_guild_ammunition_iron_maintenance""]","[[""pp_gun_smith_guns_guild_lumber_maintenance"",""pp_gun_smith_guns_guild_bronze_maintenance"",""pp_gun_smith_guns_guild_iron_maintenance""],[""pp_gun_smith_guns_guild_ammunition_lead_maintenance"",""pp_gun_smith_guns_guild_ammunition_iron_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_gun_smith.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_gun_smith.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
guns_workshop,weapons_industry_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""gun_smith""]",[],"[""pp_guns_workshop_guns_workshop_bronze_maintenance"",""pp_guns_workshop_guns_workshop_iron_maintenance"",""pp_guns_workshop_guns_workshop_ammunition_lead_maintenance"",""pp_guns_workshop_guns_workshop_ammunition_iron_maintenance""]","[[""pp_guns_workshop_guns_workshop_bronze_maintenance"",""pp_guns_workshop_guns_workshop_iron_maintenance""],[""pp_guns_workshop_guns_workshop_ammunition_lead_maintenance"",""pp_guns_workshop_guns_workshop_ammunition_iron_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_guns_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_guns_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
firearms_manufactory,weapons_industry_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""guns_workshop""]",[],"[""pp_firearms_manufactory_firearms_manufactory_maintenance""]","[[""pp_firearms_manufactory_firearms_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_firearms_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_firearms_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
firearms_factory,weapons_industry_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""firearms_manufactory""]",[],"[""pp_firearms_factory_firearms_factory_maintenance""]","[[""pp_firearms_factory_firearms_factory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_firearms_factory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_firearms_factory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
furniture_guild,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,[],[],"[""pp_furniture_guild_furniture_maintenance""]","[[""pp_furniture_guild_furniture_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
furniture_workshop,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""furniture_guild""]",[],"[""pp_furniture_workshop_furniture_workshop_maintenance""]","[[""pp_furniture_workshop_furniture_workshop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
furniture_manufactory,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""furniture_workshop""]",[],"[""pp_furniture_manufactory_furniture_manufactory_maintenance""]","[[""pp_furniture_manufactory_furniture_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
furniture_mill,consumer_goods_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""furniture_manufactory""]",[],"[""pp_furniture_mill_furniture_mill_maintenance""]","[[""pp_furniture_mill_furniture_mill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_furniture_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
glass_guild,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,[],[],"[""pp_glass_guild_glass_guild_maintenance"",""pp_glass_guild_metal_glass_guild_maintenance""]","[[""pp_glass_guild_glass_guild_maintenance"",""pp_glass_guild_metal_glass_guild_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glass_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glass_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
glass_workshop,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""glass_guild""]",[],"[""pp_glass_workshop_metal_glass_workshop_maintenance""]","[[""pp_glass_workshop_metal_glass_workshop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glass_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glass_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
glassworks,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""glass_workshop""]",[],"[""pp_glassworks_glassworks_maintenance""]","[[""pp_glassworks_glassworks_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glassworks.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glassworks.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
glass_mill,basic_industry_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""glassworks""]",[],"[""pp_glass_mill_glassmill_maintenance""]","[[""pp_glass_mill_glassmill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glass_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_glass_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
lacquerware_guild,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,[],[],"[""pp_lacquerware_guild_lacquerware_shop_maintenance""]","[[""pp_lacquerware_guild_lacquerware_shop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_lacquerware_guild.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_lacquerware_guild.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
lacquerware_manufactory,consumer_goods_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""lacquerware_guild""]",[],"[""pp_lacquerware_manufactory_lacquerware_manufactory_maintenance""]","[[""pp_lacquerware_manufactory_lacquerware_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_lacquerware_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_lacquerware_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
tannery,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,guild_max_level,[],[],"[""pp_tannery_leather_guild_maintenance"",""pp_tannery_tannery_maintenance""]","[[""pp_tannery_leather_guild_maintenance"",""pp_tannery_tannery_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tannery.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tannery.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
tanning_workshop,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,workshop_max_level,"[""tannery""]",[],"[""pp_tanning_workshop_leather_livestock_workshop_maintenance"",""pp_tanning_workshop_leather_wildgame_workshop_maintenance""]","[[""pp_tanning_workshop_leather_livestock_workshop_maintenance"",""pp_tanning_workshop_leather_wildgame_workshop_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tanning_workshop.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tanning_workshop.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
tannery_manufactory,basic_industry_category,,,,,,,,unresolved,burghers,0.3,,manufactory_max_level,"[""tanning_workshop""]",[],"[""pp_tannery_manufactory_leather_manufactory_maintenance"",""pp_tannery_manufactory_tannery_manufactory_maintenance""]","[[""pp_tannery_manufactory_leather_manufactory_maintenance"",""pp_tannery_manufactory_tannery_manufactory_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tannery_manufactory.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tannery_manufactory.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
tannery_mill,basic_industry_category,,,,,,,,unresolved,laborers,1.0,,mills_max_level,"[""tannery_manufactory""]",[],"[""pp_tannery_mill_leather_mill_maintenance"",""pp_tannery_mill_tannery_mill_maintenance""]","[[""pp_tannery_mill_leather_mill_maintenance"",""pp_tannery_mill_tannery_mill_maintenance""]]",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tannery_mill.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_tannery_mill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
